OrderNumber;OrderDate;OrderType;CustomerType;CustomerName;CustomerState;ProductCategory;ProductNumber;ProductName;Quantity;Price;Discount;OrderTotal
1003005;Aug 9, 2020;Wholesale;Business;Marshall Sun andSons;Massachusetts;Orchid;OC606;Vanda Orchid;44,00;$225,00;$45,00;$9.855,00
1003006;Aug 9, 2020;Retail;Individual;Alexis Bryant;District of Columbia;Orchid;OC602;Miltonia Orchid;1,00;$189,00;$0,00;$189,00
1003007;Aug 9, 2020;Wholesale;Business;Megan Rodriguez Inc.;Indiana;Sunflower;SF306;Chianti;65,00;$250,00;$50,00;$16.200,00
1003008;Aug 10, 2020;Retail;Individual;Candace Mehta;California;Rose;RS501;Prairie Rose;1,00;$23,99;$0,00;$23,99
1003009;Aug 10, 2020;Wholesale;Business;Jonathan Hill Group;Idaho;Orchid;OC603;Paphiopedlium Orchid;6,00;$189,00;$37,80;$1.096,20
1003010;Aug 10, 2020;Wholesale;Business;Angela Henderson Inc.;Florida;Sunflower;SF702;American Giant Hybrid;7,00;$899,00;$179,80;$6.113,20
1003011;Aug 10, 2020;Wholesale;Business;Marc Ruiz Group;Delaware;Rose;RS514;Grandiflora;3,00;$23,99;$4,80;$67,17
1003012;Aug 10, 2020;Wholesale;Business;Steve Wagner LLC;North Carolina;Sunflower;SF706;Firecracker;46,00;$883,00;$176,60;$40.441,40
1003013;Aug 10, 2020;Wholesale;Business;Albert Moreno andSons;Kansas;Rose;RS104;Beach Rose;5,00;$4,99;$1,00;$23,95
1003014;Aug 10, 2020;Wholesale;Business;Katrina Becker Group;Tennessee;Daisy;DS804;Chrysanthemum Daisy;8,00;$37,99;$7,60;$296,32
1003015;Aug 10, 2020;Retail;Individual;Colleen Sharma;Texas;Daisy;DS810;Gerbera Virdifolia;1,00;$44,95;$0,00;$44,95
1003016;Aug 10, 2020;Wholesale;Business;Kimberly Murphy Engineering;Georgia;Orchid;OC206;Dendrobium Orchid;7,00;$119,00;$23,80;$809,20
1003017;Aug 10, 2020;Wholesale;Business;Kari Mehta LTD;Minnesota;Orchid;OC606;Vanda Orchid;9,00;$225,00;$45,00;$1.980,00
1003018;Aug 10, 2020;Retail;Individual;Mario Chander;Colorado;Sunflower;SF705;Suntastic Yellow;1,00;$684,00;$0,00;$684,00
1003019;Aug 11, 2020;Retail;Individual;Leslie Moreno;Maryland;Orchid;OC603;Paphiopedlium Orchid;2,00;$189,00;$0,00;$378,00
1003020;Aug 11, 2020;Wholesale;Business;Katrina Becker Group;Tennessee;Sunflower;SF703;Russian Mammoth;8,00;$549,00;$109,80;$4.282,20
1003021;Aug 11, 2020;Wholesale;Business;Kendra Gutierrez Inc..;Oklahoma;Orchid;OC206;Dendrobium Orchid;4,00;$119,00;$23,80;$452,20
1003022;Aug 11, 2020;Wholesale;Business;Megan Rodriguez Inc.;Indiana;Rose;RS521;Hybrid Musk;6,00;$19,50;$3,90;$113,10
1003023;Aug 11, 2020;Wholesale;Business;Angela Henderson Inc.;Florida;Daisy;DS805;Barberton Daisy;11,00;$49,00;$9,80;$529,20
1003024;Aug 11, 2020;Wholesale;Business;Grace Bell andSons;Florida;Rose;RS107;French Rose;7,00;$12,00;$2,40;$81,60
1003025;Aug 11, 2020;Wholesale;Business;Latasha Jimenez Group;Tennessee;Rose;RS110;Noisette Rose;7,00;$11,99;$2,40;$81,53
1003026;Aug 11, 2020;Wholesale;Business;Monique Ortega LLC;Tennessee;Rose;RS101;Prickly Wild Rose;88,00;$9,99;$2,00;$877,12
1003027;Aug 11, 2020;Wholesale;Business;Jennifer Edwards LLC;Texas;Sunflower;SF303;Terracotta;19,00;$450,00;$90,00;$8.460,00
1003028;Aug 11, 2020;Wholesale;Business;Sarah Thompson LLC;Alabama;Daisy;DS811;Ox-Eye Daisy;10,00;$27,50;$5,50;$269,50
1003029;Aug 11, 2020;Retail;Individual;Seth Brooks;Nevada;Daisy;DS807;Osteospermum Daisy;1,00;$32,95;$0,00;$32,95
1003030;Aug 11, 2020;Wholesale;Business;Ethan Kumar Group;California;Sunflower;SF707;Italian White;3,00;$599,00;$119,80;$1.677,20
1003031;Aug 11, 2020;Retail;Individual;Micah Zhou;California;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1003032;Aug 11, 2020;Wholesale;Business;Antonio Bryant Inc.;New York;Sunflower;SF706;Firecracker;13,00;$883,00;$176,60;$11.302,40
1003033;Aug 11, 2020;Retail;Individual;Stacy Diaz;Texas;Sunflower;SF703;Russian Mammoth;1,00;$549,00;$0,00;$549,00
1003034;Aug 11, 2020;Wholesale;Business;Jose Flores Group;Michigan;Sunflower;SF303;Terracotta;79,00;$450,00;$90,00;$35.460,00
1003035;Aug 11, 2020;Wholesale;Business;Adrian Stewart Corp;Ohio;Rose;RS109;Floribunda;101,00;$10,99;$2,20;$1.107,79
1003036;Aug 11, 2020;Wholesale;Business;Logan Wilson andSons;North Carolina;Rose;RS505;Climbing Rose;7,00;$14,99;$3,00;$101,93
1003037;Aug 12, 2020;Wholesale;Business;Joe Torres Group;New York;Rose;RS519;Alba Rose;4,00;$16,75;$3,35;$63,65
1003038;Aug 12, 2020;Retail;Individual;Marco Mehta;Indiana;Orchid;OC603;Paphiopedlium Orchid;2,00;$189,00;$0,00;$378,00
1003039;Aug 12, 2020;Wholesale;Business;Jonathan Martinez Inc.;Kentucky;Rose;RS508;Ayrshire Rose;7,00;$15,50;$3,10;$105,40
1003040;Aug 12, 2020;Wholesale;Business;Ian Richardson Invisionaries;Minnesota;Rose;RS511;Cabbage Rose;5,00;$20,95;$4,19;$100,56
1003041;Aug 12, 2020;Wholesale;Business;Sara Peterson Inc.;South Carolina;Rose;RS506;Heirloom Rose;12,00;$16,99;$3,40;$200,48
1003042;Aug 12, 2020;Retail;Individual;Damien Shan;Virginia;Sunflower;SF306;Chianti;1,00;$250,00;$0,00;$250,00
1003043;Aug 12, 2020;Wholesale;Business;Melanie Rivera Inc.;California;Rose;RS106;China Rose;12,00;$8,99;$1,80;$106,08
1003044;Aug 12, 2020;Wholesale;Business;Shannon Carlson LLC;Virginia;Rose;RS513;Tea Rose;12,00;$14,99;$3,00;$176,88
1003045;Aug 12, 2020;Wholesale;Business;James Williams Inc..;California;Rose;RS516;Polyantha;89,00;$16,99;$3,40;$1.508,71
1003046;Aug 12, 2020;Retail;Individual;Jonathan Phillips;North Carolina;Rose;RS105;Portland Rose;1,00;$12,00;$0,00;$12,00
1003047;Aug 12, 2020;Wholesale;Business;Alexis Coleman LLC;Idaho;Rose;RS518;Moss Rose;4,00;$14,99;$3,00;$56,96
1003048;Aug 12, 2020;Retail;Individual;Elizabeth Long;Illinois;Orchid;OC606;Vanda Orchid;1,00;$225,00;$0,00;$225,00
1003049;Aug 12, 2020;Retail;Individual;Chloe Bryant;California;Daisy;DS810;Gerbera Virdifolia;1,00;$44,95;$0,00;$44,95
1003050;Aug 12, 2020;Wholesale;Business;Susan Yang;California;Rose;RS102;Carolina Rose;7,00;$8,99;$1,80;$61,13
1003051;Aug 12, 2020;Wholesale;Business;Omar Raje Inc.;Virginia;Daisy;DS802;Mojave Desert Star;12,00;$49,95;$9,99;$589,41
1003052;Aug 12, 2020;Wholesale;Business;Frank Navarro LLC;California;Orchid;OC204;Cymbidium Orchid;7,00;$89,00;$17,80;$605,20
1003053;Aug 12, 2020;Retail;Individual;Cindy Sanchez;Georgia;Daisy;DS805;Barberton Daisy;1,00;$49,00;$0,00;$49,00
1003054;Aug 12, 2020;Retail;Individual;Jennifer Roberts;Georgia;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1003055;Aug 13, 2020;Retail;Individual;Trisha Zhou;Arizona;Orchid;OC209;Lycaste Orchid;2,00;$179,00;$0,00;$358,00
1003056;Aug 13, 2020;Wholesale;Business;Kari Mehta LTD;Minnesota;Sunflower;SF706;Firecracker;8,00;$883,00;$176,60;$6.887,40
1003057;Aug 13, 2020;Retail;Individual;Jenny Rai;Texas;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1003058;Aug 13, 2020;Wholesale;Business;Rosa Wang LLC;New York;Rose;RS106;China Rose;10,00;$8,99;$1,80;$88,10
1003059;Aug 13, 2020;Wholesale;Business;Gerald Gonzalez LLC;Iowa;Rose;RS108;Panda Robot Blueprint;12,00;$7,99;$1,60;$94,28
1003060;Aug 13, 2020;Retail;Business;Samuel Wang Group;Virginia;Rose;RS104;Beach Rose;3,00;$4,99;$0,00;$14,97
1003061;Aug 13, 2020;Retail;Individual;Gabriella Sanders;Connecticut;Rose;RS511;Cabbage Rose;1,00;$20,95;$0,00;$20,95
1003062;Aug 13, 2020;Wholesale;Business;Joe Torres Group;New York;Orchid;OC201;Phalaenopsis Orchid;10,00;$54,00;$10,80;$529,20
1003063;Aug 13, 2020;Retail;Individual;Nicolas Chander;Maryland;Rose;RS505;Climbing Rose;1,00;$14,99;$0,00;$14,99
1003064;Aug 13, 2020;Retail;Individual;Vincent Lu;Ohio;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1003065;Aug 13, 2020;Retail;Individual;Kyle Chen;Missouri;Rose;RS519;Alba Rose;1,00;$16,75;$0,00;$16,75
1003066;Aug 13, 2020;Retail;Individual;Jade Bailey;Kentucky;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1003067;Aug 13, 2020;Wholesale;Business;Ethan Anderson Group;New Hampshire;Orchid;OC203;Cycnoches Orchid;10,00;$69,00;$13,80;$676,20
1003068;Aug 13, 2020;Retail;Individual;Daniel Davis;California;Rose;RS110;Noisette Rose;1,00;$11,99;$0,00;$11,99
1003069;Aug 13, 2020;Retail;Individual;Virginia Gonzalez;Florida;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1003070;Aug 14, 2020;Wholesale;Business;Luis Wang Company;Missouri;Daisy;DS809;Eastern Purple Coneflower;4,00;$42,99;$8,60;$163,36
1003071;Aug 14, 2020;Retail;Individual;Xavier Simmons;Florida;Rose;RS507;White Rose of York;1,00;$13,99;$0,00;$13,99
1003072;Aug 14, 2020;Wholesale;Business;Edward Parker Inc.;Kansas;Daisy;DS810;Gerbera Virdifolia;6,00;$44,95;$8,99;$260,71
1003073;Aug 14, 2020;Wholesale;Business;Marcus Anderson Inc.;Alabama;Rose;RS101;Prickly Wild Rose;6,00;$9,99;$2,00;$57,94
1003074;Aug 14, 2020;Retail;Individual;Austin Diaz;Alabama;Orchid;OC209;Lycaste Orchid;1,00;$179,00;$0,00;$179,00
1003075;Aug 14, 2020;Wholesale;Business;Nathan Lee Security;Virginia;Rose;RS509;Bourbon Rose;6,00;$19,99;$4,00;$115,94
1003076;Aug 14, 2020;Wholesale;Business;Marc Ruiz Group;Delaware;Rose;RS503;Multiflora Rose;2,00;$24,99;$5,00;$44,98
1003077;Aug 14, 2020;Retail;Individual;Blake Patterson;Illinois;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1003078;Aug 14, 2020;Wholesale;Business;Marcus Jones Technologies;Arkansas;Sunflower;SF704;Giant Sungold;4,00;$699,00;$139,80;$2.656,20
1003079;Aug 14, 2020;Wholesale;Business;Theresa Alvarez Inc.;Pennsylvania;Rose;RS102;Carolina Rose;4,00;$8,99;$1,80;$34,16
1003080;Aug 14, 2020;Wholesale;Business;Clifford Garcia LLC;Tennessee;Rose;RS502;Rosa Glauca;10,00;$24,95;$4,99;$244,51
1003081;Aug 14, 2020;Wholesale;Business;Todd Li Group;Delaware;Orchid;OC209;Lycaste Orchid;5,00;$179,00;$35,80;$859,20
1003082;Aug 14, 2020;Wholesale;Business;Amanda Adams International;West Virginia;Rose;RS506;Heirloom Rose;5,00;$16,99;$3,40;$81,55
1003083;Aug 14, 2020;Wholesale;Business;Evelyn Rodriguez Inc.;Ohio;Orchid;OC603;Paphiopedlium Orchid;5,00;$189,00;$37,80;$907,20
1003084;Aug 14, 2020;Wholesale;Business;Briana Dominguez LLC;Connecticut;Orchid;OC605;Psychopsis Orchid;3,00;$214,00;$42,80;$599,20
1003085;Aug 14, 2020;Retail;Individual;Lauren Bryant;New Jersey;Orchid;OC202;Catasetum Orchid;1,00;$58,95;$0,00;$58,95
1003086;Aug 14, 2020;Retail;Business;Alexandria Howard Institute;North Carolina;Daisy;DS806;Shasta Daisy;32,00;$49,00;$0,00;$1.568,00
1003087;Aug 14, 2020;Retail;Individual;Angela Powell;Virginia;Daisy;DS804;Chrysanthemum Daisy;1,00;$37,99;$0,00;$37,99
1003088;Aug 15, 2020;Retail;Individual;Nicole Anderson;New York;Rose;RS505;Climbing Rose;1,00;$14,99;$0,00;$14,99
1003089;Aug 15, 2020;Retail;Individual;Alejandro Lin;Kentucky;Orchid;OC202;Catasetum Orchid;3,00;$58,95;$0,00;$176,85
1003090;Aug 15, 2020;Wholesale;Business;Alexandria Coleman LLC;Texas;Sunflower;SF305;Ms. Mars;5,00;$455,00;$91,00;$2.184,00
1003091;Aug 15, 2020;Wholesale;Business;Brad She Group;Texas;Sunflower;SF303;Terracotta;8,00;$450,00;$90,00;$3.510,00
1003092;Aug 15, 2020;Wholesale;Business;Alexandra Foster Inc.;Georgia;Rose;RS106;China Rose;7,00;$8,99;$1,80;$61,13
1003093;Aug 15, 2020;Wholesale;Business;Jamie Liang Productions;Florida;Rose;RS104;Beach Rose;12,00;$4,99;$1,00;$58,88
1003094;Aug 15, 2020;Retail;Individual;Sergio Sai;New York;Daisy;DS805;Barberton Daisy;1,00;$49,00;$0,00;$49,00
1003095;Aug 15, 2020;Retail;Individual;Shelby Rogers;New Hampshire;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1003096;Aug 16, 2020;Retail;Individual;Isaiah Scott;Florida;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1003097;Aug 16, 2020;Wholesale;Business;Catherine Cox LLC;Minnesota;Rose;RS106;China Rose;3,00;$8,99;$1,80;$25,17
1003098;Aug 16, 2020;Wholesale;Business;Logan Parker Inc.;Tennessee;Rose;RS503;Multiflora Rose;6,00;$24,99;$5,00;$144,94
1003099;Aug 16, 2020;Retail;Individual;Morgan Hill;Florida;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1003100;Aug 16, 2020;Retail;Individual;Amanda Nelson;Florida;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1003101;Aug 16, 2020;Retail;Business;George Gonzalez Innovations;Illinois;Rose;RS106;China Rose;16,00;$8,99;$0,00;$143,84
1003102;Aug 16, 2020;Retail;Individual;Henry Young;Texas;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1003103;Aug 16, 2020;Wholesale;Business;Eugene Zhao LLC;Texas;Orchid;OC203;Cycnoches Orchid;89,00;$69,00;$13,80;$6.127,20
1003104;Aug 16, 2020;Wholesale;Business;Cindy Patel LLC;New York;Sunflower;SF702;American Giant Hybrid;83,00;$899,00;$179,80;$74.437,20
1003105;Aug 16, 2020;Retail;Individual;Stefanie Subram;California;Rose;RS511;Cabbage Rose;1,00;$20,95;$0,00;$20,95
1003106;Aug 16, 2020;Wholesale;Business;Luke Adams Inc.;California;Rose;RS507;White Rose of York;10,00;$13,99;$2,80;$137,10
1003107;Aug 16, 2020;Wholesale;Business;Chloe Nelson AITech;Arizona;Daisy;DS806;Shasta Daisy;12,00;$49,00;$9,80;$578,20
1003108;Aug 16, 2020;Wholesale;Business;Armando Romero Industries;Indiana;Orchid;OC206;Dendrobium Orchid;4,00;$119,00;$23,80;$452,20
1003109;Aug 16, 2020;Wholesale;Business;Mindy Kumar Inc.;Virginia;Daisy;DS812;Marguerite Daisy;9,00;$28,99;$5,80;$255,11
1003110;Aug 16, 2020;Retail;Individual;Deb Torres;Florida;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1003111;Aug 16, 2020;Retail;Individual;Shawna Chander;Ohio;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1003112;Aug 16, 2020;Wholesale;Business;Tristan Henderson LLC;Tennessee;Daisy;DS805;Barberton Daisy;74,00;$49,00;$9,80;$3.616,20
1003113;Aug 16, 2020;Retail;Individual;Alexandra James;Connecticut;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1003114;Aug 17, 2020;Wholesale;Business;Bianca Liu Group;New York;Sunflower;SF303;Terracotta;8,00;$450,00;$90,00;$3.510,00
1003115;Aug 17, 2020;Retail;Individual;Karla Luo;Massachusetts;Rose;RS521;Hybrid Musk;1,00;$19,50;$0,00;$19,50
1003116;Aug 17, 2020;Retail;Individual;Lauren Ross;Oregon;Sunflower;SF306;Chianti;2,00;$250,00;$0,00;$500,00
1003117;Aug 17, 2020;Retail;Business;Hunter Shan Group;North Carolina;Daisy;DS804;Chrysanthemum Daisy;46,00;$37,99;$0,00;$1.747,54
1003118;Aug 17, 2020;Wholesale;Business;Sarah Thompson LLC;Alabama;Rose;RS102;Carolina Rose;10,00;$8,99;$1,80;$88,10
1003119;Aug 17, 2020;Wholesale;Business;Sophia Lopez LLC;Nevada;Rose;RS110;Noisette Rose;7,00;$11,99;$2,40;$81,53
1003120;Aug 17, 2020;Wholesale;Business;Ann Gonzalez ForeverInc..;Massachusetts;Daisy;DS804;Chrysanthemum Daisy;8,00;$37,99;$7,60;$296,32
1003121;Aug 17, 2020;Wholesale;Business;Francisco Srini Inc.;Georgia;Rose;RS107;French Rose;41,00;$12,00;$2,40;$489,60
1003122;Aug 17, 2020;Wholesale;Business;Chelsea Rodriguez Inc.;Montana;Rose;RS107;French Rose;59,00;$12,00;$2,40;$705,60
1003123;Aug 18, 2020;Retail;Individual;Suzanne Zhou;Texas;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1003124;Aug 18, 2020;Retail;Individual;Candace Fernandez;Florida;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1003125;Aug 18, 2020;Wholesale;Business;Derek Tang Inc.;North Dakota;Rose;RS513;Tea Rose;5,00;$14,99;$3,00;$71,95
1003126;Aug 18, 2020;Retail;Individual;Andre Lopez;Tennessee;Sunflower;SF306;Chianti;1,00;$250,00;$0,00;$250,00
1003127;Aug 18, 2020;Retail;Individual;Deanna Munoz;Alabama;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1003128;Aug 18, 2020;Wholesale;Business;Alexis Coleman LLC;Idaho;Daisy;DS810;Gerbera Virdifolia;80,00;$44,95;$8,99;$3.587,01
1003129;Aug 18, 2020;Wholesale;Business;Sharon Salavaria LLC;Washington;Daisy;DS809;Eastern Purple Coneflower;67,00;$42,99;$8,60;$2.871,73
1003130;Aug 18, 2020;Retail;Individual;Rebekah Martinez;New York;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1003131;Aug 18, 2020;Retail;Individual;Mason Rogers;Georgia;Orchid;OC209;Lycaste Orchid;1,00;$179,00;$0,00;$179,00
1003132;Aug 18, 2020;Wholesale;Business;Jaclyn Guo;Florida;Orchid;OC603;Paphiopedlium Orchid;6,00;$189,00;$37,80;$1.096,20
1003133;Aug 18, 2020;Retail;Individual;Michelle Stone;Minnesota;Orchid;OC607;Zygopetalum Orchid;1,00;$245,00;$0,00;$245,00
1003134;Aug 18, 2020;Wholesale;Business;Kimberly Rivera Inc.;New Hampshire;Rose;RS105;Portland Rose;6,00;$12,00;$2,40;$69,60
1003135;Aug 18, 2020;Retail;Individual;Jacquelyn Suarez;Utah;Daisy;DS804;Chrysanthemum Daisy;1,00;$37,99;$0,00;$37,99
1003136;Aug 18, 2020;Retail;Individual;Philip Ramos;Massachusetts;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1003137;Aug 18, 2020;Wholesale;Business;Jaime Nara LLC;Indiana;Rose;RS513;Tea Rose;13,00;$14,99;$3,00;$191,87
1003138;Aug 18, 2020;Retail;Individual;Marc Torres;West Virginia;Rose;RS516;Polyantha;1,00;$16,99;$0,00;$16,99
1003139;Aug 18, 2020;Wholesale;Business;Jennifer Edwards LLC;Texas;Sunflower;SF305;Ms. Mars;63,00;$455,00;$91,00;$28.574,00
1003140;Aug 19, 2020;Retail;Individual;Keith Raje;Georgia;Rose;RS516;Polyantha;1,00;$16,99;$0,00;$16,99
1003141;Aug 19, 2020;Wholesale;Business;Logan Wilson andSons;North Carolina;Daisy;DS803;Curly Leaf Daisy;10,00;$29,99;$6,00;$293,90
1003142;Aug 19, 2020;Wholesale;Business;Hailey Perez Innovations;New York;Rose;RS514;Grandiflora;5,00;$23,99;$4,80;$115,15
1003143;Aug 19, 2020;Retail;Individual;Dana Diaz;Virginia;Orchid;OC208;Epidendrum Orchid;1,00;$167,00;$0,00;$167,00
1003144;Aug 19, 2020;Retail;Individual;Clinton Carlson;Texas;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1003145;Aug 19, 2020;Retail;Individual;Marcus Harris;Iowa;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1003146;Aug 19, 2020;Retail;Individual;Ann Martinez;North Carolina;Orchid;OC607;Zygopetalum Orchid;4,00;$245,00;$0,00;$980,00
1003147;Aug 19, 2020;Wholesale;Business;Kimberly Stewart LLC;Texas;Orchid;OC607;Zygopetalum Orchid;8,00;$245,00;$49,00;$1.911,00
1003148;Aug 19, 2020;Wholesale;Business;Kevin Simmons LLC;Nevada;Daisy;DS807;Osteospermum Daisy;8,00;$32,95;$6,59;$257,01
1003149;Aug 19, 2020;Wholesale;Business;Alexandra Foster Inc.;Georgia;Daisy;DS811;Ox-Eye Daisy;7,00;$27,50;$5,50;$187,00
1003150;Aug 19, 2020;Retail;Individual;Stacy Navarro;North Carolina;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1003151;Aug 19, 2020;Retail;Individual;Cheryl Alvarez;California;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1003152;Aug 19, 2020;Wholesale;Business;Nathan Lee Security;Virginia;Orchid;OC204;Cymbidium Orchid;13,00;$89,00;$17,80;$1.139,20
1003153;Aug 19, 2020;Retail;Individual;Ronnie Zeng;Ohio;Rose;RS504;Shining Rose;1,00;$12,99;$0,00;$12,99
1003154;Aug 19, 2020;Retail;Individual;Levi Mehta;Arkansas;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1003155;Aug 20, 2020;Wholesale;Business;Logan Parker Inc.;Tennessee;Sunflower;SF306;Chianti;8,00;$250,00;$50,00;$1.950,00
1003156;Aug 20, 2020;Wholesale;Business;Melanie Rivera Inc.;California;Sunflower;SF306;Chianti;13,00;$250,00;$50,00;$3.200,00
1003157;Aug 20, 2020;Retail;Individual;Summer Smith;Ohio;Daisy;DS802;Mojave Desert Star;1,00;$49,95;$0,00;$49,95
1003158;Aug 20, 2020;Wholesale;Business;Jenny Nara Technologies;Utah;Rose;RS517;Wild Alberta Rose;9,00;$19,50;$3,90;$171,60
1003159;Aug 20, 2020;Retail;Individual;Casey Luo;Wisconsin;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1003160;Aug 20, 2020;Retail;Individual;Alex Carter;California;Orchid;OC602;Miltonia Orchid;1,00;$189,00;$0,00;$189,00
1003161;Aug 20, 2020;Wholesale;Business;Alvin Hu LLC;Colorado;Rose;RS101;Prickly Wild Rose;8,00;$9,99;$2,00;$77,92
1003162;Aug 20, 2020;Wholesale;Business;Todd Li Group;Delaware;Orchid;OC204;Cymbidium Orchid;48,00;$89,00;$17,80;$4.254,20
1003163;Aug 20, 2020;Retail;Individual;Dalton Evans;VIrginia;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1003164;Aug 20, 2020;Retail;Individual;Kaylee Cook;Georgia;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1003165;Aug 20, 2020;Retail;Individual;Jason Foster;New York;Orchid;OC204;Cymbidium Orchid;1,00;$89,00;$0,00;$89,00
1003166;Aug 20, 2020;Retail;Individual;Jason Wright;Florida;Sunflower;SF305;Ms. Mars;1,00;$455,00;$0,00;$455,00
1003167;Aug 20, 2020;Retail;Individual;Dalton Gray;Oklahoma;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1003168;Aug 20, 2020;Retail;Individual;Audrey Ruiz;Florida;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1003169;Aug 20, 2020;Retail;Individual;Linda Rubio;Florida;Sunflower;SF306;Chianti;1,00;$250,00;$0,00;$250,00
1003170;Aug 20, 2020;Retail;Individual;Randy Zhang;Texas;Orchid;OC209;Lycaste Orchid;2,00;$179,00;$0,00;$358,00
1003171;Aug 20, 2020;Wholesale;Business;Marshall Sun andSons;Massachusetts;Orchid;OC206;Dendrobium Orchid;7,00;$119,00;$23,80;$809,20
1003172;Aug 20, 2020;Wholesale;Business;Sydney Carter Security;Florida;Rose;RS503;Multiflora Rose;8,00;$24,99;$5,00;$194,92
1003173;Aug 20, 2020;Wholesale;Business;Kimberly Rivera Inc.;New Hampshire;Sunflower;SF306;Chianti;72,00;$250,00;$50,00;$17.950,00
1003174;Aug 20, 2020;Wholesale;Business;Carrie Ortega Inc.;Colorado;Orchid;OC602;Miltonia Orchid;44,00;$189,00;$37,80;$8.278,20
1003175;Aug 20, 2020;Wholesale;Business;Jada Mitchell LLC;Florida;Orchid;OC602;Miltonia Orchid;5,00;$189,00;$37,80;$907,20
1003176;Aug 21, 2020;Wholesale;Business;Joseph Taylor Group;New York;Daisy;DS805;Barberton Daisy;3,00;$49,00;$9,80;$137,20
1003177;Aug 21, 2020;Retail;Individual;Lauren Martinez;Texas;Rose;RS504;Shining Rose;1,00;$12,99;$0,00;$12,99
1003178;Aug 21, 2020;Wholesale;Business;Marc Ruiz Group;Delaware;Orchid;OC209;Lycaste Orchid;8,00;$179,00;$35,80;$1.396,20
1003179;Aug 21, 2020;Wholesale;Business;Jasmine Barnes LLC;North Dakota;Orchid;OC204;Cymbidium Orchid;8,00;$89,00;$17,80;$694,20
1003180;Aug 21, 2020;Wholesale;Business;Steve Wagner LLC;North Carolina;Rose;RS520;Rogusa Rose;10,00;$17,50;$3,50;$171,50
1003181;Aug 21, 2020;Wholesale;Business;Jonathan Rodriguez Inc.;North Carolina;Orchid;OC603;Paphiopedlium Orchid;77,00;$189,00;$37,80;$14.515,20
1003182;Aug 21, 2020;Wholesale;Business;Rosa Wang LLC;New York;Rose;RS508;Ayrshire Rose;6,00;$15,50;$3,10;$89,90
1003183;Aug 21, 2020;Retail;Individual;Victoria Lewis;Florida;Rose;RS503;Multiflora Rose;1,00;$24,99;$0,00;$24,99
1003184;Aug 21, 2020;Wholesale;Business;Eduardo Williams LLC;New York;Sunflower;SF705;Suntastic Yellow;6,00;$684,00;$136,80;$3.967,20
1003185;Aug 21, 2020;Wholesale;Business;Frank Navarro LLC;California;Daisy;DS806;Shasta Daisy;11,00;$49,00;$9,80;$529,20
1003186;Aug 22, 2020;Wholesale;Business;Alexis Coleman LLC;Idaho;Rose;RS505;Climbing Rose;13,00;$14,99;$3,00;$191,87
1003187;Aug 22, 2020;Wholesale;Business;Kimberly Murphy Engineering;Georgia;Rose;RS102;Carolina Rose;5,00;$8,99;$1,80;$43,15
1003188;Aug 22, 2020;Retail;Individual;Adrian Ramirez;Illinois;Rose;RS503;Multiflora Rose;1,00;$24,99;$0,00;$24,99
1003189;Aug 22, 2020;Wholesale;Business;Adrian Stewart Corp;Ohio;Orchid;OC603;Paphiopedlium Orchid;25,00;$189,00;$37,80;$4.687,20
1003190;Aug 22, 2020;Retail;Business;Colin Chander Inc.;District of Columbia;Daisy;DS802;Mojave Desert Star;68,00;$49,95;$0,00;$3.396,60
